,trial_date,customer_name,utm,display_price,company_id
49,2017-10-05,Kimberly Holmes,facebook,40,
50,2017-10-05,Joel Butler,email_footer,39,
51,2017-10-05,Stephanie Bennett,linkedin,32,
52,2017-10-05,Nancy Young,organic,22,
53,2017-10-05,Julia Anderson,google,48,
54,2017-10-05,Mindy Hill,email_footer,11,
55,2017-10-05,Juan Andrews,facebook,17,
56,2017-10-06,Wendy Kelly,email_footer,43,
57,2017-10-06,Michael Mccarthy,email_footer,13,
58,2017-10-06,Leah Lopez,facebook,17,
59,2017-10-06,Kenneth Lee,linkedin,29,
60,2017-10-06,Jacob Greene,facebook,39,
61,2017-10-06,Rebecca Spears,google,42,
62,2017-10-07,Brandon Lynch,email_footer,19,
63,2017-10-07,Mitchell Hamilton,linkedin,38,
64,2017-10-07,Gabrielle Thomas,google,37,
65,2017-10-07,Collin Hickman,google,48,
66,2017-10-07,James Ingram,linkedin,19,
67,2017-10-07,Daniel Bailey,google,28,
68,2017-10-07,Angel Wilson,email_footer,11,
69,2017-10-08,Kathy Adams,facebook,36,
70,2017-10-08,Edward Martin,linkedin,45,
71,2017-10-08,Cynthia Gonzalez,email_footer,37,
72,2017-10-08,Stephanie Fuller,email_footer,32,
73,2017-10-08,Alyssa Shepherd,email_footer,31,
74,2017-10-08,Philip Nelson,google,49,
75,2017-10-08,Yolanda Johnson,email_footer,28,
76,2017-10-08,Stephanie Peterson,email_footer,49,
77,2017-10-09,Michael Jackson,facebook,27,
78,2017-10-09,Anthony Brady,facebook,19,
79,2017-10-09,Allison Owen,google,48,
80,2017-10-09,David Harding,linkedin,34,
81,2017-10-09,Shawn Moore,facebook,11,
82,2017-10-09,Allison Williamson,organic,29,
83,2017-10-09,Michael Chavez,google,47,
84,2017-10-09,Christopher Thornton,google,35,
85,2017-10-09,Julie Guerrero,organic,44,
86,2017-10-09,Nathan Pearson Jr.,linkedin,11,
87,2017-10-09,Jeremy Andersen,google,14,
88,2017-10-10,Latasha Price,linkedin,15,
89,2017-10-10,Donna Sutton,google,19,
90,2017-10-10,Erika Anderson,organic,31,
91,2017-10-10,Teresa Greene,email_footer,39,
92,2017-10-10,Courtney Newman,organic,32,
93,2017-10-10,Patrick Ali,email_footer,30,
94,2017-10-10,Rodney Williams,google,33,
95,2017-10-11,Andrea Woodard,google,25,
96,2017-10-11,Julia Alexander,linkedin,36,
97,2017-10-11,Jennifer Henderson,organic,46,
98,2017-10-11,Mark Butler,email_footer,37,
99,2017-10-12,Caitlin Avila,google,22,
100,2017-10-12,Brandy Blake,google,46,
101,2017-10-12,David Hall,facebook,17,
102,2017-10-13,Kevin Mcdonald,linkedin,20,
103,2017-10-13,Edward Mckinney,email_footer,9,
104,2017-10-13,Jennifer Johnson,organic,47,
105,2017-10-13,Robert Peters,facebook,45,
106,2017-10-13,Dakota Allen,email_footer,18,
107,2017-10-13,William Hunt,organic,48,
108,2017-10-13,Leslie Fernandez,linkedin,28,
109,2017-10-14,Phillip Johnson,google,25,
110,2017-10-15,Audrey Fields,linkedin,41,
111,2017-10-15,Kenneth Sharp,facebook,32,
112,2017-10-15,Christopher Yang,organic,38,
113,2017-10-15,Deborah Murphy,email_footer,44,
114,2017-10-15,Jessica Haley,linkedin,14,
115,2017-10-15,Natasha Hernandez,linkedin,35,
116,2017-10-15,Brandi Vega,google,20,
117,2017-10-16,Christie Faulkner,facebook,13,
118,2017-10-16,Eric Smith,facebook,42,
119,2017-10-16,Jessica Brown,organic,12,
120,2017-10-17,Jeffrey Santiago,google,43,
121,2017-10-17,Susan Jones,linkedin,45,
122,2017-10-17,Tracey Parker,email_footer,40,
123,2017-10-17,Samantha Huff,email_footer,14,
124,2017-10-17,Stephanie Johnston,email_footer,15,
125,2017-10-17,Thomas Aguilar,organic,27,
126,2017-10-18,Crystal Hayes,linkedin,31,
127,2017-10-18,Fred Lewis,email_footer,19,
128,2017-10-18,Matthew Lyons,facebook,16,
129,2017-10-18,Erika Jones,email_footer,21,
130,2017-10-18,Raymond Sandoval,facebook,39,
131,2017-10-18,Madison Henry,email_footer,11,
132,2017-10-18,Darlene Davis,organic,47,
133,2017-10-18,Teresa Osborne,email_footer,29,
134,2017-10-18,Benjamin Brown,linkedin,34,
135,2017-10-19,Michael Smith,email_footer,48,
136,2017-10-19,Ana Gilbert,linkedin,13,
137,2017-10-19,Lisa Cain,organic,44,
138,2017-10-20,Peter Potts,google,47,
139,2017-10-20,Angel Dixon,organic,36,
140,2017-10-20,Donna Shaw,email_footer,39,
141,2017-10-20,Dr. Gary Ellison,facebook,49,
142,2017-10-20,Edward Lopez,linkedin,28,
143,2017-10-20,Kim Mendoza,linkedin,29,
144,2017-10-20,Joseph Martinez,organic,9,
145,2017-10-20,Robert Garrett,facebook,42,
146,2017-10-20,James Daniels,email_footer,10,
147,2017-10-21,James Johnson,organic,41,
148,2017-10-21,James King,email_footer,29,
149,2017-10-21,Heather Knight,facebook,33,
150,2017-10-21,Justin Ross,google,49,
151,2017-10-21,Meghan Garner,email_footer,25,
152,2017-10-22,Antonio Cook,organic,27,
153,2017-10-22,Samantha Gross,organic,27,
154,2017-10-22,Michael Cohen,linkedin,45,
155,2017-10-22,Patrick Horton,google,41,
156,2017-10-23,Stephanie Luna,facebook,29,
157,2017-10-23,Ashley Williams,google,39,
158,2017-10-23,Erin Baird,facebook,38,
159,2017-10-23,Danielle Bennett,organic,23,
160,2017-10-23,Jordan Velasquez,google,36,
161,2017-10-23,Amanda Brown,facebook,34,
162,2017-10-24,Shawn Ford,email_footer,48,
163,2017-10-24,Cameron Castillo,google,48,
164,2017-10-24,Christina Davies,linkedin,49,
165,2017-10-24,Amanda Hernandez,google,12,
166,2017-10-24,Brett Clarke,organic,33,
167,2017-10-24,Kathy Li,linkedin,32,
168,2017-10-24,Pamela Gray,google,31,
169,2017-10-25,Linda Quinn,linkedin,39,
170,2017-10-25,Karl Gomez,google,29,
171,2017-10-25,Donna Hill,google,14,
172,2017-10-25,Paul Carter,linkedin,42,
173,2017-10-25,Matthew Thompson,google,31,
174,2017-10-25,Holly Wright,google,18,
175,2017-10-25,Savannah Schneider,facebook,42,
176,2017-10-26,Andrew Carter,facebook,20,
177,2017-10-26,Roberto Leblanc,google,48,
178,2017-10-26,Rachel Robertson,linkedin,23,
179,2017-10-26,Lucas Curtis,email_footer,34,
180,2017-10-26,Samantha Cruz,linkedin,40,
181,2017-10-26,Tammy Rodriguez,facebook,31,
182,2017-10-27,Mario Thomas,email_footer,25,
183,2017-10-27,Steven Wood,google,10,
184,2017-10-27,Steven Boyd,linkedin,29,
185,2017-10-27,Melissa Jackson,google,16,
186,2017-10-27,Bryan Perry,google,47,
187,2017-10-27,Matthew Pierce,email_footer,39,
188,2017-10-28,Michael Lozano,google,9,
189,2017-10-28,Rebecca Jackson,organic,39,
190,2017-10-28,Brandon Navarro,organic,19,
191,2017-10-28,Lauren Sanders,linkedin,45,
192,2017-10-29,Nicholas Cruz,email_footer,19,
193,2017-10-29,Roberta Tapia,email_footer,47,
194,2017-10-29,Julie Smith,facebook,19,
195,2017-10-29,Brian Montgomery,google,11,104.0
196,2017-10-29,Tina Taylor,linkedin,36,
197,2017-10-30,Christina Miller,linkedin,26,
198,2017-10-30,Daniel Richardson,organic,44,
199,2017-10-30,David Pineda,linkedin,13,
200,2017-10-30,Stacey Moore,organic,31,
201,2017-10-30,Robert Summers,email_footer,23,
202,2017-10-31,Andrew Hopkins,facebook,10,
203,2017-10-31,Omar Harris,google,43,
204,2017-10-31,Adam Williams,facebook,19,
205,2017-10-31,Thomas Adams,google,32,
206,2017-10-31,Parker Jackson,facebook,35,
207,2017-10-31,Melanie Lewis,google,15,
208,2017-10-31,Angel Hughes,organic,44,
209,2017-10-31,Janet Mitchell,email_footer,27,
210,2017-10-31,Walter Mathews,google,29,
211,2017-11-01,Martin Brown,google,41,
212,2017-11-01,Craig Richard,organic,46,
213,2017-11-01,David Mitchell,linkedin,18,
214,2017-11-01,John Scott,organic,15,
215,2017-11-01,Leslie Hayes,email_footer,21,
216,2017-11-01,Elizabeth Porter,linkedin,10,
217,2017-11-02,Joseph Mann,linkedin,20,
218,2017-11-02,John Thompson,email_footer,10,
219,2017-11-02,Andres Berry,organic,47,
220,2017-11-02,William Perez,google,44,
221,2017-11-02,Claudia Martin,google,32,
222,2017-11-02,Sarah Villanueva,email_footer,41,
223,2017-11-03,Philip Hunt,linkedin,38,
224,2017-11-03,William Ferguson,facebook,47,
225,2017-11-03,Sean Woods,email_footer,9,
226,2017-11-03,Anthony Johnson,email_footer,34,
227,2017-11-03,Donna Drake,linkedin,30,
228,2017-11-03,David Lane,facebook,17,
229,2017-11-03,Samantha Ortiz,facebook,39,
230,2017-11-03,Donna Ball,linkedin,28,
231,2017-11-03,Kenneth Cole,email_footer,39,
232,2017-11-03,Jacob Wang,facebook,9,
233,2017-11-03,Andrew Berry,email_footer,13,
234,2017-11-03,Stacy Ali,linkedin,24,
235,2017-11-04,Catherine Huber,linkedin,43,
236,2017-11-04,Nina Lewis,linkedin,17,
237,2017-11-04,Amy Davila,facebook,33,
238,2017-11-04,Sarah Myers,google,17,
239,2017-11-04,Wanda Baxter,email_footer,9,
240,2017-11-04,Anthony Powell Jr.,google,45,
241,2017-11-05,James Thomas,organic,9,105.0
242,2017-11-05,Colleen Krause,google,44,
243,2017-11-05,Caroline Mcdowell,linkedin,34,
244,2017-11-05,Dawn Murphy,linkedin,47,
245,2017-11-05,Christina Bishop,email_footer,46,
246,2017-11-05,April Dunn,facebook,30,
247,2017-11-05,Laura Johnson,google,26,
248,2017-11-05,Elizabeth Riley,linkedin,43,
249,2017-11-05,Michael Lambert,organic,33,
250,2017-11-05,Mary Carpenter,email_footer,20,
251,2017-11-06,Holly Smith,email_footer,30,
252,2017-11-06,Chad Kaufman,google,48,
253,2017-11-06,Paul Cummings,linkedin,26,
254,2017-11-07,Patrick Ochoa,facebook,34,
255,2017-11-07,David Bennett,google,33,
256,2017-11-07,William Lawson,google,20,
257,2017-11-07,Jeffrey Mccoy,linkedin,41,
258,2017-11-07,Melissa Gregory,facebook,22,
259,2017-11-07,Matthew Molina,facebook,30,
260,2017-11-08,Caitlyn Nunez,organic,22,
261,2017-11-08,Jennifer Harris,google,26,
262,2017-11-08,Kevin York,email_footer,47,
263,2017-11-08,Marcus Myers,email_footer,30,
264,2017-11-08,Samantha Garcia,linkedin,31,
265,2017-11-08,Robert Kelly,email_footer,39,
266,2017-11-08,Dylan Franklin,organic,14,
267,2017-11-08,Tammy Gilbert,facebook,19,
268,2017-11-09,Dennis Tucker,facebook,25,
269,2017-11-09,Megan Soto,organic,41,
270,2017-11-09,John Collins,linkedin,43,
271,2017-11-09,James Owens,linkedin,10,
272,2017-11-09,Kelly Ortega,linkedin,49,
273,2017-11-09,Juan Rodriguez,google,48,
274,2017-11-09,Amber Taylor,linkedin,43,
275,2017-11-09,Theresa Wade,linkedin,20,
276,2017-11-10,Maria Thornton,facebook,46,
277,2017-11-10,Alan Lewis,organic,22,
278,2017-11-10,Andrew Mcknight,email_footer,47,
279,2017-11-10,Brian Kelly,email_footer,19,
280,2017-11-10,Cindy Fisher,email_footer,45,
281,2017-11-10,Bryan Williams,email_footer,32,
282,2017-11-11,Daniel Williamson,email_footer,46,
283,2017-11-11,Robert Baker,facebook,34,
284,2017-11-11,Melissa Huang,facebook,45,
285,2017-11-11,Joshua Smith,linkedin,17,
286,2017-11-12,Micheal Taylor,facebook,45,
287,2017-11-12,Jacqueline Avila,email_footer,34,
288,2017-11-12,Rebecca Kelly,organic,36,
289,2017-11-12,Ronald Davis,facebook,49,
290,2017-11-13,Omar Moran,facebook,25,
291,2017-11-13,Joshua Avila,email_footer,32,
292,2017-11-13,Kristine Lawrence,email_footer,42,
293,2017-11-13,Lisa Cox,linkedin,47,
294,2017-11-13,William Valentine,google,12,
295,2017-11-13,Jacob Elliott,google,28,
296,2017-11-14,Tracey Newman,linkedin,47,
297,2017-11-14,Daniel Young,facebook,28,
298,2017-11-14,Hayden Booth,google,25,
299,2017-11-14,Jeff Torres,facebook,14,
300,2017-11-14,Shannon Bates,google,28,
301,2017-11-14,Cory Edwards,google,30,
302,2017-11-14,Jasmine Lawrence,email_footer,33,
303,2017-11-14,Tracey Ramos,facebook,25,
304,2017-11-14,Andrew Rodriguez,email_footer,13,
305,2017-11-14,Larry Roberts,google,32,
306,2017-11-15,Matthew Cruz,facebook,35,
307,2017-11-15,Brandy Duffy,email_footer,49,
308,2017-11-15,Tamara Lynn,organic,18,
309,2017-11-15,Dr. Barbara Reed,facebook,12,
310,2017-11-15,Henry Ortiz,facebook,48,
311,2017-11-15,David Mosley,email_footer,32,
312,2017-11-16,Dale Smith,facebook,29,
313,2017-11-16,David Johnson,google,43,
314,2017-11-17,Maurice Strong,linkedin,25,
315,2017-11-17,Stuart Ball,facebook,45,
316,2017-11-17,Kayla Elliott,email_footer,14,
317,2017-11-17,Michael Reed,linkedin,15,
318,2017-11-17,James Riley,organic,23,
319,2017-11-17,Sheila Shaw,google,46,
320,2017-11-18,Brooke Tran,facebook,29,
321,2017-11-18,Joseph Hubbard,google,35,
322,2017-11-18,Thomas Aguilar,facebook,34,
323,2017-11-18,Andrew Gomez,email_footer,25,
324,2017-11-18,Brian Jones,email_footer,47,
325,2017-11-18,Caleb Ramirez,email_footer,35,
326,2017-11-18,Robert Sanchez,email_footer,27,
327,2017-11-19,Mallory Morris,organic,9,
328,2017-11-19,Randy Zavala,facebook,33,
329,2017-11-19,Jesse Sims,email_footer,38,
330,2017-11-19,Antonio Golden,facebook,29,
331,2017-11-19,Laura Gutierrez,google,40,
332,2017-11-19,Heather Wallace,linkedin,18,
333,2017-11-19,Felicia Cantu,google,42,
334,2017-11-19,Stephen Pittman,organic,31,
335,2017-11-19,Brian Lee,email_footer,43,
336,2017-11-20,Sue Holmes,email_footer,33,
337,2017-11-20,Chad Lee,facebook,20,
338,2017-11-20,Rita Avila,facebook,28,
339,2017-11-20,Michael Fernandez,linkedin,37,
340,2017-11-20,Juan Howard,linkedin,13,
341,2017-11-20,Charles Garcia,organic,37,
342,2017-11-20,Emily Coleman,email_footer,12,
343,2017-11-20,Robert Newton,facebook,18,
344,2017-11-21,Holly Oconnor,facebook,48,
345,2017-11-21,April Guerra,email_footer,35,
346,2017-11-21,Melissa Robinson,email_footer,21,
347,2017-11-21,Jacob Evans,google,25,
348,2017-11-21,Laurie Moss,email_footer,24,
349,2017-11-21,Ashlee Robinson,facebook,45,
350,2017-11-22,Melissa Johnson,facebook,39,
351,2017-11-22,David Walters,facebook,31,
352,2017-11-22,Gary Murphy,linkedin,40,
353,2017-11-22,Michael Green,google,38,
354,2017-11-22,Jamie Johnson,email_footer,14,
355,2017-11-22,Elizabeth Harris,google,27,
356,2017-11-22,Marcia Randolph,google,46,
357,2017-11-22,Adam Watson,facebook,26,
358,2017-11-22,Richard Dominguez,organic,35,
359,2017-11-23,Matthew Evans,linkedin,38,
360,2017-11-23,Jason Maldonado,email_footer,25,
361,2017-11-23,Michelle Mercer,email_footer,27,
362,2017-11-23,Daniel Bryant,organic,32,
363,2017-11-23,Wyatt Martinez,linkedin,15,
364,2017-11-23,Kyle Barnes,organic,40,
365,2017-11-23,Lisa Johnson,google,28,
366,2017-11-23,Darryl Johnson,email_footer,36,
367,2017-11-23,Joshua Martin,linkedin,36,
368,2017-11-23,Kelly James,facebook,23,
369,2017-11-24,Kevin Kelly,google,18,
370,2017-11-24,Sarah Stevens,facebook,36,
371,2017-11-24,Lisa Hansen,organic,25,
372,2017-11-24,Lisa Hardy,google,14,106.0
373,2017-11-24,Linda Castillo,google,18,
374,2017-11-25,Claudia Fleming DDS,google,46,
375,2017-11-25,Theresa Thomas,organic,36,
376,2017-11-25,Kristopher Thomas,google,18,
377,2017-11-25,Mary Holt,email_footer,39,
378,2017-11-25,Christine Stewart,organic,18,
379,2017-11-25,James Terry,facebook,29,
380,2017-11-26,Michael Wells,google,10,
381,2017-11-26,Dustin Ortiz,facebook,47,
382,2017-11-26,Ashley Tucker,organic,36,
383,2017-11-27,John Watkins,facebook,11,
384,2017-11-27,Jesus Brandt,linkedin,43,
385,2017-11-27,Danielle Alexander,organic,48,
386,2017-11-27,John Willis,linkedin,20,
387,2017-11-27,Chad Lawrence,facebook,35,
388,2017-11-27,Rebecca Marquez,email_footer,33,
389,2017-11-27,Kimberly Mills,linkedin,14,
390,2017-11-27,Patrick Brown,email_footer,27,
391,2017-11-27,Patricia Ryan,linkedin,29,
392,2017-11-27,Andrea Wright,email_footer,28,
393,2017-11-28,Antonio Gonzalez,google,12,
394,2017-11-28,Jordan Downs,facebook,33,
395,2017-11-28,Timothy Wright,email_footer,9,
396,2017-11-28,Dr. Brett Downs,organic,42,
397,2017-11-28,Elizabeth Bradley MD,email_footer,12,
398,2017-11-28,Curtis Stark,email_footer,38,
399,2017-11-28,Richard Merritt,linkedin,9,
400,2017-11-28,Darren Mercado,google,39,
401,2017-11-29,Brian Reyes,facebook,27,
402,2017-11-29,Edwin Middleton,facebook,21,
403,2017-11-29,Ryan Edwards,email_footer,9,
404,2017-11-29,Karen Miller,email_footer,30,
405,2017-11-29,Jacob Morales,facebook,15,
406,2017-11-29,Kristy Jackson,google,12,
407,2017-11-29,Ashley Robbins,facebook,48,
408,2017-11-30,Anthony Riley,linkedin,11,
409,2017-11-30,Mr. Ivan Smith MD,organic,36,
410,2017-11-30,Blake Yang,linkedin,44,
411,2017-11-30,Jeff Armstrong,google,24,
412,2017-11-30,Thomas Velasquez,email_footer,23,
413,2017-12-01,Belinda Gomez,organic,22,
414,2017-12-01,Jessica Reid,linkedin,23,
415,2017-12-01,Allen Grimes,facebook,45,
416,2017-12-02,Joseph Lyons,google,12,
417,2017-12-02,Zachary Ayala,facebook,22,
418,2017-12-02,Yvonne Mills,linkedin,13,
419,2017-12-02,Emily Landry,linkedin,35,
420,2017-12-02,Tony Collins,google,35,
421,2017-12-03,Stephanie Olson,linkedin,48,
422,2017-12-03,Christian Mason,linkedin,35,
423,2017-12-03,Michael Austin,email_footer,28,
424,2017-12-03,Larry Fuller,email_footer,42,
425,2017-12-03,Sheila Mata,organic,31,
426,2017-12-03,Levi Davis,google,42,
427,2017-12-03,Robert Edwards,email_footer,13,
428,2017-12-04,Tiffany Gonzalez,google,13,
429,2017-12-04,Jerry Lee,organic,15,
430,2017-12-04,Kayla Turner,email_footer,38,
431,2017-12-04,Allen Reed,google,38,
432,2017-12-04,Stephanie Newton,facebook,17,
433,2017-12-04,James Smith,organic,48,
434,2017-12-04,Robert Garcia,email_footer,20,
435,2017-12-04,Mary Mann,linkedin,22,
436,2017-12-04,Debbie King,google,16,
437,2017-12-04,Jamie Morris,linkedin,49,
438,2017-12-05,Brittany Dunn,linkedin,28,
439,2017-12-05,Stephen Howe,google,22,
440,2017-12-05,Kevin Sutton,facebook,21,
441,2017-12-05,Stacy Howell,facebook,9,
442,2017-12-05,Jeffrey Garcia,linkedin,35,
443,2017-12-05,Michelle Smith,facebook,35,
444,2017-12-05,Deborah Pittman,organic,20,
445,2017-12-05,Kevin Lee,linkedin,40,
446,2017-12-05,Robert Cox,organic,38,
447,2017-12-06,Priscilla Craig,organic,11,
448,2017-12-06,Corey Martinez,linkedin,29,
449,2017-12-06,Tara Prince,facebook,28,
450,2017-12-06,Ariel Vaughan,email_footer,24,
451,2017-12-06,Wesley Jensen,google,44,
452,2017-12-07,Miss Amanda Thomas,email_footer,19,
453,2017-12-07,William Martinez,facebook,42,
454,2017-12-07,Mr. Joshua Reilly,facebook,44,
455,2017-12-07,Christopher Ward,email_footer,25,
456,2017-12-08,Laura Stewart,linkedin,13,
457,2017-12-08,Isabel Kelly,linkedin,39,
458,2017-12-08,Jeffrey Baker,facebook,48,
459,2017-12-08,Alan Alvarado,organic,20,
460,2017-12-08,Elizabeth Patel,facebook,35,
461,2017-12-09,Richard Palmer,linkedin,16,
462,2017-12-09,Brian Durham,organic,40,
463,2017-12-09,Karen Robinson,linkedin,41,
464,2017-12-09,Randy Sullivan,email_footer,24,
465,2017-12-09,Natalie Sanchez,facebook,15,
466,2017-12-09,Debra Stephens,facebook,24,
467,2017-12-09,Patricia Perez,facebook,32,
468,2017-12-10,Penny Bailey,linkedin,34,
469,2017-12-10,Laura Duncan DDS,facebook,37,
470,2017-12-10,Mark Powell,google,15,
471,2017-12-10,Kevin Buchanan,google,49,
472,2017-12-10,Christy White,email_footer,23,
473,2017-12-11,Natalie Larson,organic,43,
474,2017-12-11,Douglas Foley,facebook,11,
475,2017-12-11,Jeremy Wilkinson,email_footer,33,
476,2017-12-11,Timothy Rice,facebook,49,
477,2017-12-11,Cassandra Watson,facebook,23,
478,2017-12-11,Erin Hill,organic,43,
479,2017-12-11,Mary Spencer,email_footer,44,
480,2017-12-11,Wendy Gutierrez,linkedin,43,
481,2017-12-12,Linda Velasquez,email_footer,42,
482,2017-12-12,Andrew Burgess,facebook,48,
483,2017-12-12,David Zimmerman,facebook,42,
484,2017-12-12,Alicia Smith,email_footer,13,
485,2017-12-12,Derek Ramirez,organic,9,
486,2017-12-12,Gina Robinson,facebook,34,
487,2017-12-12,Elizabeth Salazar,facebook,26,
488,2017-12-13,Robert Cochran,facebook,17,
489,2017-12-13,Melanie Shaw,google,9,107.0
490,2017-12-13,Patrick Bruce,google,31,
491,2017-12-13,Colton Johnson,google,35,
492,2017-12-13,Jessica Cole,linkedin,21,
493,2017-12-13,Cesar Schmidt,linkedin,24,
494,2017-12-14,Rachel Mills,linkedin,33,
495,2017-12-14,Amy Bell,google,41,
496,2017-12-14,Scott Smith,google,31,
497,2017-12-14,Scott Cherry,organic,43,
498,2017-12-14,Cody Melton,organic,22,
499,2017-12-14,Dillon Sandoval,linkedin,46,
500,2017-12-14,Christina Perez,organic,11,
501,2017-12-15,Christine Roberts,linkedin,45,
502,2017-12-15,Tracy Fowler,linkedin,22,
503,2017-12-15,John Thompson,email_footer,16,
504,2017-12-15,Robert Fox,google,29,
505,2017-12-15,Stacey Hernandez,linkedin,20,
506,2017-12-16,Michael Williams,facebook,46,
507,2017-12-16,David Brown,email_footer,17,
508,2017-12-16,Phyllis Phillips,linkedin,32,
509,2017-12-16,Tonya Poole,organic,13,
510,2017-12-16,Rachel Owens,facebook,35,
511,2017-12-16,Bruce Castillo,organic,38,
512,2017-12-16,Eric Dyer,google,21,
513,2017-12-16,Christopher Delacruz,facebook,31,
514,2017-12-17,Donna Santos,linkedin,27,
515,2017-12-17,Jason Juarez,organic,17,
516,2017-12-18,Scott Munoz,organic,47,
517,2017-12-18,Stephen Ingram,organic,13,
518,2017-12-18,Steven Morgan,linkedin,10,
519,2017-12-18,Kevin Rodriguez,linkedin,27,
520,2017-12-18,Elizabeth Powell,google,24,
521,2017-12-18,Nicholas Clark,organic,48,
522,2017-12-18,Andrea Williams,linkedin,22,
523,2017-12-18,Jacqueline Anderson,linkedin,44,
524,2017-12-19,David Fisher,google,20,
525,2017-12-19,Richard Matthews,facebook,23,
526,2017-12-19,Arthur Moreno,organic,36,
527,2017-12-19,Patrick Blevins,linkedin,29,
528,2017-12-19,John Allen,linkedin,23,
529,2017-12-20,John Lewis,google,20,
530,2017-12-20,Zachary Wheeler,facebook,11,
531,2017-12-20,Robert Chan,email_footer,31,
532,2017-12-20,Mason Krueger,email_footer,29,
533,2017-12-20,Daniel Franklin,facebook,41,
534,2017-12-20,Eddie Butler,facebook,25,
535,2017-12-20,Kimberly Miller,google,46,
536,2017-12-21,Robert Mcmillan,google,36,
537,2017-12-21,Dylan Henry,facebook,39,
538,2017-12-21,Roy Pineda,email_footer,17,
539,2017-12-21,Stephanie Day,email_footer,35,
540,2017-12-21,Daniel Santiago,facebook,42,
541,2017-12-21,Matthew Rosario,email_footer,48,
542,2017-12-22,Ariana Klein,google,13,
543,2017-12-22,Paul Greene,linkedin,29,
544,2017-12-22,James Ferguson,google,12,
545,2017-12-22,Kristopher Lambert,facebook,47,
546,2017-12-22,Kenneth Poole,google,44,
547,2017-12-22,Eric Smith,organic,41,
548,2017-12-23,Jasmine Johnson,linkedin,46,
549,2017-12-23,David Craig,linkedin,38,
550,2017-12-23,Lisa Barrett,email_footer,31,
551,2017-12-24,Carl Vega,facebook,25,
552,2017-12-24,Jaime Escobar,linkedin,32,
553,2017-12-24,Misty Brown,linkedin,45,
554,2017-12-24,Tiffany Francis,organic,28,
555,2017-12-24,Susan Becker,linkedin,16,
556,2017-12-24,Kevin Castro,google,31,
557,2017-12-24,Austin Meza,google,11,
558,2017-12-25,Angela Pacheco,email_footer,12,
559,2017-12-25,Daniel Rose,email_footer,49,
560,2017-12-25,Adam Fry,facebook,24,
561,2017-12-25,Benjamin Hampton,linkedin,10,
562,2017-12-25,Jon Kelley,email_footer,20,
563,2017-12-26,Hunter Nguyen,linkedin,34,
564,2017-12-26,Nichole Reid,organic,22,
565,2017-12-26,Luis Watson,facebook,27,
566,2017-12-26,Sarah Hartman,organic,34,
567,2017-12-26,James Bell,facebook,38,
568,2017-12-26,Stephanie Arellano,email_footer,49,
569,2017-12-26,Douglas Mccormick,facebook,22,
570,2017-12-26,Deborah Boone,facebook,44,
571,2017-12-26,Mariah Owens,google,40,
572,2017-12-27,Beth Cummings,linkedin,40,
573,2017-12-27,John Crawford,facebook,49,
574,2017-12-27,Michael Farmer,email_footer,38,
